Network,Algorithm,Sequence,NMI,Index_Higher,Iterations
network1,RC,13,0.8069115065664781,0,100
network1,louvain,13,0.48646908742707534,60,100
network1,infomap,13,0.881569383737263,71,100
network1,greedy,13,0.4424911547553378,2,100
network1,async_lpa,13,0.8777772836121429,61,100
network1,RC,14,0.8067051570849797,0,100
network1,louvain,14,0.47386676274590334,34,100
network1,infomap,14,0.881569383737263,72,100
network1,greedy,14,0.39111888379669724,2,100
network1,async_lpa,14,0.8777772836121429,61,100
network1,RC,15,0.8049358949781029,0,100
network1,louvain,15,0.4282707746519776,60,100
network1,infomap,15,0.8815531067454199,72,100
network1,greedy,15,0.4695400185707838,5,100
network1,async_lpa,15,0.8777772836121429,61,100
network1,RC,16,0.8045232710814754,0,100
network1,louvain,16,0.4704884079462245,76,100
network1,infomap,16,0.881569383737263,71,100
network1,greedy,16,0.47031927119413197,5,100
network1,async_lpa,16,0.8777772836121429,61,100
network1,RC,17,0.8070862393928662,0,100
network1,louvain,17,0.4141371016135315,81,100
network1,infomap,17,0.881569383737263,71,100
network1,greedy,17,0.39111888379669724,5,100
network1,async_lpa,17,0.8777772836121429,61,100
network1,RC,18,0.8059836701023532,0,100
network1,louvain,18,0.5521166894170081,15,100
network1,infomap,18,0.881569383737263,71,100
network1,greedy,18,0.2724073833586042,5,100
network1,async_lpa,18,0.8777772836121429,61,100
network1,RC,19,0.8047032957995032,0,100
network1,louvain,19,0.4498677253497364,60,100
network1,infomap,19,0.881569383737263,72,100
network1,greedy,19,0.3514676861444747,5,100
network1,async_lpa,19,0.8777772836121429,61,100
network2,RC,0,0.8001375373698799,0,10
network2,louvain,0,0.5824682498792528,9,10
network2,infomap,0,0.8817655331923614,0,10
network2,greedy,0,0.3652392824642954,1,10
network2,async_lpa,0,0.8779609288652319,0,10
network2,RC,1,0.7950893162666435,0,10
network2,louvain,1,0.4583414226348281,2,10
network2,infomap,1,0.8817013532404612,1,10
network2,greedy,1,0.2705958848217852,1,10
network2,async_lpa,1,0.8779609288652319,0,10
network2,RC,2,0.7960671343023968,0,10
network2,louvain,2,0.5827371094909238,0,10
network2,infomap,2,0.8816351508062407,1,10
network2,greedy,2,0.357186761749023,1,10
network2,async_lpa,2,0.8779609288652319,0,10
network2,RC,3,0.7966614967417157,0,10
network2,louvain,3,0.5950480675961851,9,10
network2,infomap,3,0.8816932324294602,2,10
network2,greedy,3,0.31070118299598937,1,10
network2,async_lpa,3,0.8779609288652319,0,10
network2,RC,4,0.795347607596259,0,10
network2,louvain,4,0.3890576078582941,1,10
network2,infomap,4,0.8817655331923614,0,10
network2,greedy,4,0.3255889687909394,1,10
network2,async_lpa,4,0.8779609288652319,0,10
network2,RC,5,0.795376063454686,0,10
network2,louvain,5,0.48947171999191247,8,10
network2,infomap,5,0.8816932324294602,0,10
network2,greedy,5,0.37078892440434635,0,10
network2,async_lpa,5,0.8779609288652319,0,10
network2,RC,6,0.7978566723355582,0,10
network2,louvain,6,0.6119313928326872,4,10
network2,infomap,6,0.8818151514463046,6,10
network2,greedy,6,0.32769638233999765,0,10
network2,async_lpa,6,0.8779609288652319,0,10
network2,RC,7,0.7941339761972376,0,10
network2,louvain,7,0.4520805014497676,8,10
network2,infomap,7,0.8817655331923614,3,10
network2,greedy,7,0.29963701158611583,0,10
network2,async_lpa,7,0.8779609288652319,0,10
network2,RC,8,0.7934165735004418,0,10
network2,louvain,8,0.40378034554343045,7,10
network2,infomap,8,0.8816610560931444,2,10
network2,greedy,8,0.23415309311348886,0,10
network2,async_lpa,8,0.8779609288652319,0,10
network2,RC,9,0.7970962734570344,0,10
network2,louvain,9,0.388906366974237,0,10
network2,infomap,9,0.8816610560931444,0,10
network2,greedy,9,0.21999477326678096,0,10
network2,async_lpa,9,0.8779609288652319,0,10
network2,RC,10,0.7932373997157534,0,10
network2,louvain,10,0.593245957414475,4,10
network2,infomap,10,0.8817655331923614,0,10
network2,greedy,10,0.2539056768026897,2,10
network2,async_lpa,10,0.8779609288652319,0,10
network2,RC,11,0.7974476167199516,0,10
network2,louvain,11,0.5883941283095809,3,10
network2,infomap,11,0.8817655331923614,0,10
network2,greedy,11,0.3072499077835955,2,10
network2,async_lpa,11,0.8779609288652319,0,10
network2,RC,12,0.797164119589656,0,10
network2,louvain,12,0.5533346724777422,7,10
network2,infomap,12,0.8817655331923614,0,10
network2,greedy,12,0.3714136565179298,2,10
network2,async_lpa,12,0.8779609288652319,0,10
network2,RC,13,0.7960304554612125,0,10
network2,louvain,13,0.40048914825305376,1,10
network2,infomap,13,0.8816932324294602,3,10
network2,greedy,13,0.2970485240650835,2,10
network2,async_lpa,13,0.8779609288652319,0,10
network2,RC,14,0.7960933665516301,0,10
network2,louvain,14,0.4374120098799883,6,10
network2,infomap,14,0.8816610560931444,1,10
network2,greedy,14,0.27506700275749923,2,10
network2,async_lpa,14,0.8779609288652319,0,10
network2,RC,15,0.7943467725400856,0,10
network2,louvain,15,0.39486200743205807,5,10
network2,infomap,15,0.8818442855580246,9,10
network2,greedy,15,0.356455063736726,5,10
network2,async_lpa,15,0.8779609288652319,0,10
network2,RC,16,0.792439955303521,0,10
network2,louvain,16,0.5304570138907286,3,10
network2,infomap,16,0.8816610560931444,1,10
network2,greedy,16,0.35034272537065864,5,10
network2,async_lpa,16,0.8779609288652319,0,10
network2,RC,17,0.7953870555544991,0,10
network2,louvain,17,0.42339359252645303,6,10
network2,infomap,17,0.8817655331923614,0,10
network2,greedy,17,0.4521723021200795,5,10
network2,async_lpa,17,0.8779609288652319,0,10
network2,RC,18,0.7947539143482532,0,10
network2,louvain,18,0.48226430286046007,3,10
network2,infomap,18,0.8816476596119018,5,10
network2,greedy,18,0.3500753426681087,5,10
network2,async_lpa,18,0.8779609288652319,0,10
network2,RC,19,0.7972953622983852,0,10
network2,louvain,19,0.4704002910172442,4,10
network2,infomap,19,0.8816784566661188,0,10
network2,greedy,19,0.2796242288514027,5,10
network2,async_lpa,19,0.8779609288652319,0,10
network2,RC,0,0.8005804385588171,0,50
network2,louvain,0,0.44121752655385255,20,50
network2,infomap,0,0.8817841918826209,26,50
network2,greedy,0,0.3652392824642954,1,50
network2,async_lpa,0,0.8779609288652319,0,50
network2,RC,1,0.7968935431787627,0,50
network2,louvain,1,0.4645342452119333,18,50
network2,infomap,1,0.8817084784218853,15,50
network2,greedy,1,0.2705958848217852,1,50
network2,async_lpa,1,0.8779609288652319,0,50
network2,RC,2,0.7967339891262335,0,50
network2,louvain,2,0.5824297297664933,28,50
network2,infomap,2,0.881832133652851,24,50
network2,greedy,2,0.357186761749023,1,50
network2,async_lpa,2,0.8779609288652319,0,50
network2,RC,3,0.800622997376483,0,50
network2,louvain,3,0.5507402481079013,24,50
network2,infomap,3,0.8816193949551309,25,50
network2,greedy,3,0.31070118299598937,1,50
network2,async_lpa,3,0.8779609288652319,0,50
network2,RC,4,0.797156135406058,0,50
network2,louvain,4,0.576240087954611,25,50
network2,infomap,4,0.8816193949551309,25,50
network2,greedy,4,0.3255889687909394,1,50
network2,async_lpa,4,0.8779609288652319,0,50
network2,RC,5,0.7969397620601333,0,50
network2,louvain,5,0.3797475084819728,39,50
network2,infomap,5,0.881734291019135,27,50
network2,greedy,5,0.37078892440434635,0,50
network2,async_lpa,5,0.8779609288652319,0,50
network2,RC,6,0.7955419085219246,0,50
network2,louvain,6,0.6034207922082487,24,50
network2,infomap,6,0.8816193949551309,25,50
network2,greedy,6,0.32769638233999765,0,50
network2,async_lpa,6,0.8779609288652319,0,50
network2,RC,7,0.7963460243001228,0,50
network2,louvain,7,0.48693551158017545,17,50
network2,infomap,7,0.8816193949551309,25,50
network2,greedy,7,0.29963701158611583,0,50
network2,async_lpa,7,0.8779609288652319,0,50
network2,RC,8,0.7964388625151081,0,50
network2,louvain,8,0.5800817638468007,15,50
network2,infomap,8,0.881832133652851,24,50
network2,greedy,8,0.23415309311348886,0,50
network2,async_lpa,8,0.8779609288652319,0,50
network2,RC,9,0.7992882733559511,0,50
network2,louvain,9,0.5759248484448092,32,50
network2,infomap,9,0.8816819592067089,23,50
network2,greedy,9,0.21999477326678096,0,50
network2,async_lpa,9,0.8779609288652319,0,50
network2,RC,10,0.7954686880446933,0,50
network2,louvain,10,0.41105195612767037,43,50
network2,infomap,10,0.8816193949551309,25,50
network2,greedy,10,0.2539056768026897,2,50
network2,async_lpa,10,0.8779609288652319,0,50
network2,RC,11,0.7992445457791422,0,50
network2,louvain,11,0.5252213569841808,17,50
network2,infomap,11,0.8816193949551309,25,50
network2,greedy,11,0.3072499077835955,2,50
network2,async_lpa,11,0.8779609288652319,0,50
network2,RC,12,0.8013431912338286,0,50
network2,louvain,12,0.5533346724777422,7,50
network2,infomap,12,0.8817841918826209,27,50
network2,greedy,12,0.3714136565179298,2,50
network2,async_lpa,12,0.8779609288652319,0,50
network2,RC,13,0.7993219195095831,0,50
network2,louvain,13,0.40048914825305376,1,50
network2,infomap,13,0.8816819592067089,22,50
network2,greedy,13,0.2970485240650835,2,50
network2,async_lpa,13,0.8779609288652319,0,50
network2,RC,14,0.7981593850368907,0,50
network2,louvain,14,0.4750896799531502,34,50
network2,infomap,14,0.881734291019135,27,50
network2,greedy,14,0.27506700275749923,2,50
network2,async_lpa,14,0.8779609288652319,0,50
network2,RC,15,0.7962936360167133,0,50
network2,louvain,15,0.613703905271677,40,50
network2,infomap,15,0.8816804570149045,37,50
network2,greedy,15,0.356455063736726,5,50
network2,async_lpa,15,0.8779609288652319,0,50
network2,RC,16,0.7992975444621094,0,50
network2,louvain,16,0.6079169948380299,29,50
network2,infomap,16,0.8816193949551309,25,50
network2,greedy,16,0.35034272537065864,5,50
network2,async_lpa,16,0.8779609288652319,0,50
network2,RC,17,0.8003812820496118,0,50
network2,louvain,17,0.5968900192092027,10,50
network2,infomap,17,0.8816193949551309,25,50
network2,greedy,17,0.4521723021200795,5,50
network2,async_lpa,17,0.8779609288652319,0,50
network2,RC,18,0.7996363270140111,0,50
network2,louvain,18,0.38439217345366844,15,50
network2,infomap,18,0.881734291019135,28,50
network2,greedy,18,0.3500753426681087,5,50
network2,async_lpa,18,0.8779609288652319,0,50
network2,RC,19,0.7965978724070366,0,50
network2,louvain,19,0.5198205928579557,27,50
network2,infomap,19,0.8816193949551309,25,50
network2,greedy,19,0.2796242288514027,5,50
network2,async_lpa,19,0.8779609288652319,0,50
network2,RC,0,0.8108246744467678,0,100
network2,louvain,0,0.6152064812265647,95,100
network2,infomap,0,0.8815393958652007,71,100
network2,greedy,0,0.3652392824642954,1,100
network2,async_lpa,0,0.8792989662298599,61,100
network2,RC,1,0.80873222162772,0,100
network2,louvain,1,0.4645342452119333,18,100
network2,infomap,1,0.8815393958652007,72,100
network2,greedy,1,0.2705958848217852,1,100
network2,async_lpa,1,0.8792989662298599,61,100
network2,RC,2,0.8106904840157898,0,100
network2,louvain,2,0.49575131508998843,81,100
network2,infomap,2,0.8817000647252412,73,100
network2,greedy,2,0.357186761749023,1,100
network2,async_lpa,2,0.8792989662298599,61,100
network2,RC,3,0.8130460963535394,0,100
network2,louvain,3,0.46204298896332013,61,100
network2,infomap,3,0.8817604997612649,72,100
network2,greedy,3,0.31070118299598937,1,100
network2,async_lpa,3,0.8792989662298599,61,100
network2,RC,4,0.8096016196916297,0,100
network2,louvain,4,0.5372155544067617,77,100
network2,infomap,4,0.8816286624874079,72,100
network2,greedy,4,0.3255889687909394,1,100
network2,async_lpa,4,0.8792989662298599,61,100
network2,RC,5,0.8086620169468037,0,100
network2,louvain,5,0.3797475084819728,39,100
network2,infomap,5,0.8817839527021802,72,100
network2,greedy,5,0.37078892440434635,0,100
network2,async_lpa,5,0.8792989662298599,61,100
network2,RC,6,0.8098397091787052,0,100
network2,louvain,6,0.4424318307143123,70,100
network2,infomap,6,0.8817839527021802,72,100
network2,greedy,6,0.32769638233999765,0,100
network2,async_lpa,6,0.8792989662298599,61,100
network2,RC,7,0.8089350247832138,0,100
network2,louvain,7,0.48693551158017545,17,100
network2,infomap,7,0.8816286624874079,72,100
network2,greedy,7,0.29963701158611583,0,100
network2,async_lpa,7,0.8792989662298599,61,100
network2,RC,8,0.8101685674915821,0,100
network2,louvain,8,0.5800817638468007,15,100
network2,infomap,8,0.8815393958652007,71,100
network2,greedy,8,0.23415309311348886,0,100
network2,async_lpa,8,0.8792989662298599,61,100
network2,RC,9,0.8111679794619734,0,100
network2,louvain,9,0.6024091355008139,76,100
network2,infomap,9,0.8816286624874079,72,100
network2,greedy,9,0.21999477326678096,0,100
network2,async_lpa,9,0.8792989662298599,61,100
network2,RC,10,0.8105577378519588,0,100
network2,louvain,10,0.41005089185448085,99,100
network2,infomap,10,0.8817608401428763,74,100
network2,greedy,10,0.2539056768026897,2,100
network2,async_lpa,10,0.8792989662298599,61,100
network2,RC,11,0.8107531921510533,0,100
network2,louvain,11,0.5803782925158527,53,100
network2,infomap,11,0.8816286624874079,72,100
network2,greedy,11,0.3072499077835955,2,100
network2,async_lpa,11,0.8792989662298599,61,100
network2,RC,12,0.8118565434428046,0,100
network2,louvain,12,0.5759109884918445,58,100
network2,infomap,12,0.8816286624874079,72,100
network2,greedy,12,0.3714136565179298,2,100
network2,async_lpa,12,0.8792989662298599,61,100
network2,RC,13,0.8104792206413276,0,100
network2,louvain,13,0.5809916067786183,60,100
network2,infomap,13,0.8815393958652007,71,100
network2,greedy,13,0.2970485240650835,2,100
network2,async_lpa,13,0.8792989662298599,61,100
network2,RC,14,0.8100502770310132,0,100
network2,louvain,14,0.4750896799531502,34,100
network2,infomap,14,0.8816286624874079,72,100
network2,greedy,14,0.27506700275749923,2,100
network2,async_lpa,14,0.8792989662298599,61,100
network2,RC,15,0.8109319188475435,0,100
network2,louvain,15,0.6085844479150481,60,100
network2,infomap,15,0.8816286624874079,72,100
network2,greedy,15,0.356455063736726,5,100
network2,async_lpa,15,0.8792989662298599,61,100
network2,RC,16,0.810564347684858,0,100
network2,louvain,16,0.5759079838030373,76,100
network2,infomap,16,0.8815393958652007,71,100
network2,greedy,16,0.35034272537065864,5,100
network2,async_lpa,16,0.8792989662298599,61,100
network2,RC,17,0.8103271719854026,0,100
network2,louvain,17,0.4180289849067967,81,100
network2,infomap,17,0.8815393958652007,71,100
network2,greedy,17,0.4521723021200795,5,100
network2,async_lpa,17,0.8792989662298599,61,100
network2,RC,18,0.8106347745520436,0,100
network2,louvain,18,0.38439217345366844,15,100
network2,infomap,18,0.8817000647252412,71,100
network2,greedy,18,0.3500753426681087,5,100
network2,async_lpa,18,0.8792989662298599,61,100
network2,RC,19,0.8103971722510667,0,100
network2,louvain,19,0.5416692876346476,60,100
network2,infomap,19,0.8816286624874079,72,100
network2,greedy,19,0.2796242288514027,5,100
network2,async_lpa,19,0.8792989662298599,61,100
network3,RC,0,0.7940066881741611,0,10
network3,louvain,0,0.6038006782376479,9,10
network3,infomap,0,0.8815867899306413,0,10
network3,greedy,0,0.3247547649939454,1,10
network3,async_lpa,0,0.8800415029721083,0,10
network3,RC,1,0.7983854876480583,0,10
network3,louvain,1,0.4765192428267471,2,10
network3,infomap,1,0.88147067564995,1,10
network3,greedy,1,0.23821687538196457,1,10
network3,async_lpa,1,0.8800415029721083,0,10
network3,RC,2,0.7994464150621916,0,10
network3,louvain,2,0.40181813991644993,0,10
network3,infomap,2,0.8814600898906163,1,10
network3,greedy,2,0.29499485904648715,1,10
network3,async_lpa,2,0.8800415029721083,0,10
network3,RC,3,0.7971460194048253,0,10
network3,louvain,3,0.6079373729307536,9,10
network3,infomap,3,0.8815319454026087,2,10
network3,greedy,3,0.3731713325901177,1,10
network3,async_lpa,3,0.8800415029721083,0,10
network3,RC,4,0.7952246405890463,0,10
network3,louvain,4,0.4794875753621804,1,10
network3,infomap,4,0.8815126488873485,0,10
network3,greedy,4,0.2156400317252528,1,10
network3,async_lpa,4,0.8800415029721083,0,10
network3,RC,5,0.7942206710533519,0,10
network3,louvain,5,0.4909364374421408,8,10
network3,infomap,5,0.881512131404882,0,10
