Network,Algorithm,Sequence,NMI,Index_Higher,Iterations
network3,louvain,4,0.869127456677623,4,10
network3,infomap,4,0.8687385776175596,0,10
network3,greedy,4,0.8448503383127746,4,10
network3,async_lpa,4,0.8650471661143376,3,10
network3,RC,5,0.8777062009648812,0,10
network3,louvain,5,0.8689482789871427,3,10
network3,infomap,5,0.8688359254898257,2,10
network3,greedy,5,0.8465445561313282,4,10
network3,async_lpa,5,0.8650471661143376,3,10
network3,RC,6,0.8777062009648812,0,10
network3,louvain,6,0.8685491737810686,4,10
network3,infomap,6,0.8682383352020363,8,10
network3,greedy,6,0.8469411223722797,0,10
network3,async_lpa,6,0.8650471661143376,3,10
network3,RC,7,0.8770950201938323,0,10
network3,louvain,7,0.8685491737810686,4,10
network3,infomap,7,0.8682383352020363,7,10
network3,greedy,7,0.8431761589810229,4,10
network3,async_lpa,7,0.8650471661143376,3,10
network3,RC,8,0.8777062009648812,0,10
network3,louvain,8,0.868630999694319,5,10
network3,infomap,8,0.8691040347948576,9,10
network3,greedy,8,0.8411179463896723,4,10
network3,async_lpa,8,0.8650471661143376,3,10
network3,RC,9,0.8777062009648812,0,10
network3,louvain,9,0.8685491737810686,4,10
network3,infomap,9,0.8684175128925168,2,10
network3,greedy,9,0.8431761589810229,6,10
network3,async_lpa,9,0.8650471661143376,3,10
network3,RC,10,0.8777062009648812,0,10
network3,louvain,10,0.8692092825908735,3,10
network3,infomap,10,0.8691040347948576,4,10
network3,greedy,10,0.8469411223722797,6,10
network3,async_lpa,10,0.8650471661143376,3,10
network3,RC,11,0.8760340349697918,0,10
network3,louvain,11,0.8683699960905882,3,10
network3,infomap,11,0.8684175128925168,8,10
network3,greedy,11,0.8469411223722797,7,10
network3,async_lpa,11,0.8650471661143376,3,10
network3,RC,12,0.8777062009648812,0,10
network3,louvain,12,0.8689482789871427,3,10
network3,infomap,12,0.8431901509743935,7,10
network3,greedy,12,0.8465445561313282,0,10
network3,async_lpa,12,0.8650471661143376,3,10
network3,RC,13,0.8777062009648812,0,10
network3,louvain,13,0.8685491737810686,4,10
network3,infomap,13,0.8685350296848061,6,10
network3,greedy,13,0.8469411223722797,1,10
network3,async_lpa,13,0.8650471661143376,3,10
network3,RC,14,0.8777062009648812,0,10
network3,louvain,14,0.8689482789871427,9,10
network3,infomap,14,0.8683465742078227,7,10
network3,greedy,14,0.8431761589810229,0,10
network3,async_lpa,14,0.8650471661143376,3,10
network3,RC,15,0.8777062009648812,0,10
network3,louvain,15,0.869127456677623,4,10
network3,infomap,15,0.8431901509743935,7,10
network3,greedy,15,0.8411179463896723,2,10
network3,async_lpa,15,0.8650471661143376,3,10
network3,RC,16,0.8777062009648812,0,10
network3,louvain,16,0.869127456677623,4,10
network3,infomap,16,0.8684175128925168,8,10
network3,greedy,16,0.8411179463896723,5,10
network3,async_lpa,16,0.8650471661143376,3,10
network3,RC,17,0.8760340349697918,0,10
network3,louvain,17,0.868926811426693,2,10
network3,infomap,17,0.868816618098591,4,10
network3,greedy,17,0.8411179463896723,5,10
network3,async_lpa,17,0.8650471661143376,3,10
network3,RC,18,0.8777062009648812,0,10
network3,louvain,18,0.8689482789871427,3,10
network3,infomap,18,0.8691040347948576,9,10
network3,greedy,18,0.8448503383127746,2,10
network3,async_lpa,18,0.8650471661143376,3,10
network3,RC,19,0.8777062009648812,0,10
network3,louvain,19,0.8692092825908735,5,10
network3,infomap,19,0.8691040347948576,4,10
network3,greedy,19,0.8431761589810229,3,10
network3,async_lpa,19,0.8650471661143376,3,10
network3,RC,0,0.8783402557326134,0,100
network3,louvain,0,0.869127456677623,69,100
network3,infomap,0,0.8682653269493623,22,100
network3,greedy,0,0.8431761589810229,37,100
network3,async_lpa,0,0.8677358253815863,24,100
network3,RC,1,0.8783402557326134,0,100
network3,louvain,1,0.8680225798541893,39,100
network3,infomap,1,0.8681494035874847,24,100
network3,greedy,1,0.8469411223722797,37,100
network3,async_lpa,1,0.8677358253815863,24,100
network3,RC,2,0.8783402557326134,0,100
network3,louvain,2,0.869950939129288,20,100
network3,infomap,2,0.8685724987957388,19,100
network3,greedy,2,0.8431407848966387,23,100
network3,async_lpa,2,0.8677358253815863,24,100
network3,RC,3,0.8794781778494479,0,100
network3,louvain,3,0.8693492569197988,28,100
network3,infomap,3,0.8689248571043773,20,100
network3,greedy,3,0.8465445561313282,25,100
network3,async_lpa,3,0.8677358253815863,24,100
network3,RC,4,0.8794781778494479,0,100
network3,louvain,4,0.868630999694319,79,100
network3,infomap,4,0.8690169648036301,18,100
network3,greedy,4,0.8411179463896723,48,100
network3,async_lpa,4,0.8677358253815863,24,100
network3,RC,5,0.8794781778494479,0,100
network3,louvain,5,0.8689482789871427,27,100
network3,infomap,5,0.8690169648036301,19,100
network3,greedy,5,0.8411179463896723,59,100
network3,async_lpa,5,0.8677358253815863,24,100
network3,RC,6,0.8794781778494479,0,100
network3,louvain,6,0.8692092825908735,84,100
network3,infomap,6,0.8685724987957388,18,100
network3,greedy,6,0.8411179463896723,99,100
network3,async_lpa,6,0.8677358253815863,24,100
network3,RC,7,0.8794781778494479,0,100
network3,louvain,7,0.8685491737810686,69,100
network3,infomap,7,0.8682383352020363,23,100
network3,greedy,7,0.8431761589810229,4,100
network3,async_lpa,7,0.8677358253815863,24,100
network3,RC,8,0.8794781778494479,0,100
network3,louvain,8,0.869127456677623,29,100
network3,infomap,8,0.8682383352020363,16,100
network3,greedy,8,0.8431761589810229,36,100
network3,async_lpa,8,0.8677358253815863,24,100
network3,RC,9,0.8783402557326134,0,100
network3,louvain,9,0.8687709740232442,28,100
network3,infomap,9,0.8683465742078227,14,100
network3,greedy,9,0.8448503383127746,57,100
network3,async_lpa,9,0.8677358253815863,24,100
network3,RC,10,0.8794781778494479,0,100
network3,louvain,10,0.8689482789871427,41,100
network3,infomap,10,0.8687851620941975,15,100
network3,greedy,10,0.8411179463896723,59,100
network3,async_lpa,10,0.8677358253815863,24,100
network3,RC,11,0.8794781778494479,0,100
network3,louvain,11,0.8685491737810686,69,100
network3,infomap,11,0.8683465742078227,18,100
network3,greedy,11,0.8431761589810229,30,100
network3,async_lpa,11,0.8677358253815863,24,100
network3,RC,12,0.8794781778494479,0,100
network3,louvain,12,0.869127456677623,69,100
network3,infomap,12,0.8689248571043773,17,100
network3,greedy,12,0.8469411223722797,33,100
network3,async_lpa,12,0.8677358253815863,24,100
network3,RC,13,0.8794781778494479,0,100
network3,louvain,13,0.8693104948989332,27,100
network3,infomap,13,0.8682383352020363,17,100
network3,greedy,13,0.8431761589810229,13,100
network3,async_lpa,13,0.8677358253815863,24,100
network3,RC,14,0.8794781778494479,0,100
network3,louvain,14,0.869127456677623,23,100
network3,infomap,14,0.8685724987957388,14,100
network3,greedy,14,0.8449775925961845,61,100
network3,async_lpa,14,0.8677358253815863,24,100
network3,RC,15,0.8794781778494479,0,100
network3,louvain,15,0.869127456677623,29,100
network3,infomap,15,0.8681494035874847,20,100
network3,greedy,15,0.8411179463896723,73,100
network3,async_lpa,15,0.8677358253815863,24,100
network3,RC,16,0.8794781778494479,0,100
network3,louvain,16,0.8685491737810686,69,100
network3,infomap,16,0.8687851620941975,18,100
network3,greedy,16,0.8469411223722797,63,100
network3,async_lpa,16,0.8677358253815863,24,100
network3,RC,17,0.8794781778494479,0,100
network3,louvain,17,0.8685491737810686,69,100
network3,infomap,17,0.8681494035874847,23,100
network3,greedy,17,0.8411179463896723,35,100
network3,async_lpa,17,0.8677358253815863,24,100
network3,RC,18,0.8794781778494479,0,100
network3,louvain,18,0.8685491737810686,69,100
network3,infomap,18,0.8682383352020363,15,100
network3,greedy,18,0.8431761589810229,13,100
network3,async_lpa,18,0.8677358253815863,24,100
network3,RC,19,0.8794781778494479,0,100
network3,louvain,19,0.869127456677623,69,100
network3,infomap,19,0.8682383352020363,17,100
network3,greedy,19,0.8465445561313282,31,100
network3,async_lpa,19,0.8677358253815863,24,100
network3,RC,0,0.8775660213995459,0,1000
network3,louvain,0,0.8693492569197988,513,1000
network3,infomap,0,0.8682383352020363,425,1000
network3,greedy,0,0.8431761589810229,37,1000
network3,async_lpa,0,0.8689060325019924,115,1000
network3,RC,1,0.8775660213995459,0,1000
network3,louvain,1,0.8697067723455826,513,1000
network3,infomap,1,0.8683465742078227,425,1000
network3,greedy,1,0.8469411223722797,37,1000
network3,async_lpa,1,0.8689060325019924,115,1000
network3,RC,2,0.8775660213995459,0,1000
network3,louvain,2,0.869127456677623,962,1000
network3,infomap,2,0.8682383352020363,425,1000
network3,greedy,2,0.8431407848966387,23,1000
network3,async_lpa,2,0.8689060325019924,115,1000
network3,RC,3,0.8775660213995459,0,1000
network3,louvain,3,0.868630999694319,633,1000
network3,infomap,3,0.8682383352020363,426,1000
network3,greedy,3,0.8465445561313282,25,1000
network3,async_lpa,3,0.8689060325019924,115,1000
network3,RC,4,0.8775660213995459,0,1000
network3,louvain,4,0.8689482789871427,823,1000
network3,infomap,4,0.8683465742078227,425,1000
network3,greedy,4,0.8411179463896723,48,1000
network3,async_lpa,4,0.8689060325019924,115,1000
network3,RC,5,0.8775660213995459,0,1000
network3,louvain,5,0.8700436266564403,513,1000
network3,infomap,5,0.8682947497801762,426,1000
network3,greedy,5,0.8411179463896723,59,1000
network3,async_lpa,5,0.8689060325019924,115,1000
network3,RC,6,0.8775660213995459,0,1000
network3,louvain,6,0.8692092825908735,633,1000
network3,infomap,6,0.8693258350370334,401,1000
network3,greedy,6,0.8411179463896723,126,1000
network3,async_lpa,6,0.8689060325019924,115,1000
network3,RC,7,0.8775660213995459,0,1000
network3,louvain,7,0.8683699960905882,609,1000
network3,infomap,7,0.8682383352020363,424,1000
network3,greedy,7,0.8449775925961845,168,1000
network3,async_lpa,7,0.8689060325019924,115,1000
network3,RC,8,0.8775660213995459,0,1000
network3,louvain,8,0.8693104948989332,946,1000
network3,infomap,8,0.8682947497801762,425,1000
network3,greedy,8,0.8431761589810229,36,1000
network3,async_lpa,8,0.8689060325019924,115,1000
network3,RC,9,0.8775660213995459,0,1000
network3,louvain,9,0.8684843201770741,779,1000
network3,infomap,9,0.8683465742078227,425,1000
network3,greedy,9,0.8448503383127746,57,1000
network3,async_lpa,9,0.8689060325019924,115,1000
network3,RC,10,0.8775660213995459,0,1000
network3,louvain,10,0.8693492569197988,161,1000
network3,infomap,10,0.8682383352020363,426,1000
network3,greedy,10,0.8431761589810229,150,1000
network3,async_lpa,10,0.8689060325019924,115,1000
network3,RC,11,0.8775660213995459,0,1000
network3,louvain,11,0.8689482789871427,823,1000
network3,infomap,11,0.8683465742078227,425,1000
network3,greedy,11,0.8469411223722797,147,1000
network3,async_lpa,11,0.8689060325019924,115,1000
network3,RC,12,0.8775660213995459,0,1000
network3,louvain,12,0.8689482789871427,392,1000
network3,infomap,12,0.8682383352020363,406,1000
network3,greedy,12,0.8469411223722797,33,1000
network3,async_lpa,12,0.8689060325019924,115,1000
network3,RC,13,0.8775660213995459,0,1000
network3,louvain,13,0.8700436266564403,513,1000
network3,infomap,13,0.8683465742078227,426,1000
network3,greedy,13,0.8431761589810229,250,1000
network3,async_lpa,13,0.8689060325019924,115,1000
network3,RC,14,0.8775660213995459,0,1000
network3,louvain,14,0.8689482789871427,609,1000
network3,infomap,14,0.8683465742078227,425,1000
network3,greedy,14,0.8449775925961845,61,1000
network3,async_lpa,14,0.8689060325019924,115,1000
network3,RC,15,0.8775660213995459,0,1000
network3,louvain,15,0.8683699960905882,823,1000
network3,infomap,15,0.8684019586003545,781,1000
network3,greedy,15,0.8411179463896723,73,1000
network3,async_lpa,15,0.8689060325019924,115,1000
network3,RC,16,0.8775660213995459,0,1000
network3,louvain,16,0.8683353405007075,494,1000
network3,infomap,16,0.8682383352020363,426,1000
network3,greedy,16,0.8469411223722797,63,1000
network3,async_lpa,16,0.8689060325019924,115,1000
network3,RC,17,0.8775660213995459,0,1000
network3,louvain,17,0.8685491737810686,181,1000
network3,infomap,17,0.8686393131346923,423,1000
network3,greedy,17,0.8411179463896723,35,1000
network3,async_lpa,17,0.8689060325019924,115,1000
network3,RC,18,0.8775660213995459,0,1000
network3,louvain,18,0.8687709740232442,161,1000
network3,infomap,18,0.8682947497801762,424,1000
network3,greedy,18,0.8411179463896723,364,1000
network3,async_lpa,18,0.8689060325019924,115,1000
network3,RC,19,0.8775660213995459,0,1000
network3,louvain,19,0.8698245957152637,513,1000
network3,infomap,19,0.8682947497801762,424,1000
network3,greedy,19,0.8465445561313282,31,1000
network3,async_lpa,19,0.8689060325019924,115,1000
network4,RC,0,0.8728007827143345,0,10
network4,louvain,0,0.8709971563028039,4,10
network4,infomap,0,0.8704444700771569,5,10
network4,greedy,0,0.8094651691894734,1,10
network4,async_lpa,0,0.8689779405309561,3,10
network4,RC,1,0.8702336789908588,0,10
network4,louvain,1,0.8696899411399911,3,10
network4,infomap,1,0.8704444700771569,7,10
network4,greedy,1,0.8098614833864662,1,10
network4,async_lpa,1,0.8689779405309561,3,10
network4,RC,2,0.8723676333441759,0,10
network4,louvain,2,0.8704673060339,2,10
network4,infomap,2,0.8704444700771569,6,10
network4,greedy,2,0.8094651691894734,5,10
network4,async_lpa,2,0.8689779405309561,3,10
network4,RC,3,0.8732731387146585,0,10
network4,louvain,3,0.8709971563028039,4,10
network4,infomap,3,0.8701172664898762,3,10
network4,greedy,3,0.8086370748673892,1,10
network4,async_lpa,3,0.8689779405309561,3,10
network4,RC,4,0.8709586936565985,0,10
network4,louvain,4,0.8710644250868856,4,10
network4,infomap,4,0.8701172664898762,0,10
network4,greedy,4,0.8094651691894734,4,10
network4,async_lpa,4,0.8689779405309561,3,10
network4,RC,5,0.8729812734190774,0,10
network4,louvain,5,0.8696899411399911,3,10
network4,infomap,5,0.8704444700771569,2,10
network4,greedy,5,0.8094966361437043,4,10
network4,async_lpa,5,0.8689779405309561,3,10
network4,RC,6,0.8734699692710696,0,10
network4,louvain,6,0.8709971563028039,4,10
network4,infomap,6,0.8704444700771569,8,10
network4,greedy,6,0.8094651691894734,0,10
network4,async_lpa,6,0.8689779405309561,3,10
network4,RC,7,0.8748437664851788,0,10
network4,louvain,7,0.8709971563028039,4,10
network4,infomap,7,0.8704444700771569,7,10
network4,greedy,7,0.8094651691894734,4,10
network4,async_lpa,7,0.8689779405309561,3,10
network4,RC,8,0.874663275780436,0,10
network4,louvain,8,0.8704673060339,5,10
network4,infomap,8,0.8704444700771569,9,10
network4,greedy,8,0.8094651691894734,4,10
network4,async_lpa,8,0.8689779405309561,3,10
network4,RC,9,0.8729812734190774,0,10
network4,louvain,9,0.8709971563028039,4,10
network4,infomap,9,0.8701172664898762,2,10
network4,greedy,9,0.8082342497688687,6,10
network4,async_lpa,9,0.8689779405309561,3,10
network4,RC,10,0.8759832343437903,0,10
network4,louvain,10,0.8696899411399911,3,10
network4,infomap,10,0.8704444700771569,4,10
network4,greedy,10,0.8094651691894734,6,10
network4,async_lpa,10,0.8689779405309561,3,10
network4,RC,11,0.871607476204968,0,10
network4,louvain,11,0.8697572099240728,3,10
network4,infomap,11,0.8704444700771569,8,10
network4,greedy,11,0.8082342497688687,7,10
network4,async_lpa,11,0.8689779405309561,3,10
network4,RC,12,0.8711275284741674,0,10
network4,louvain,12,0.8696899411399911,3,10
network4,infomap,12,0.8704444700771569,7,10
network4,greedy,12,0.8094651691894734,0,10
network4,async_lpa,12,0.8689779405309561,3,10
network4,RC,13,0.8734699692710696,0,10
network4,louvain,13,0.8709971563028039,4,10
network4,infomap,13,0.8704444700771569,6,10
network4,greedy,13,0.8094966361437043,1,10
network4,async_lpa,13,0.8689779405309561,3,10
network4,RC,14,0.874663275780436,0,10
network4,louvain,14,0.8706546875530994,9,10
network4,infomap,14,0.8704444700771569,7,10
network4,greedy,14,0.8094651691894734,0,10
network4,async_lpa,14,0.8689779405309561,3,10
network4,RC,15,0.871607476204968,0,10
network4,louvain,15,0.8709971563028039,4,10
network4,infomap,15,0.8704444700771569,7,10
network4,greedy,15,0.8094651691894734,2,10
network4,async_lpa,15,0.8689779405309561,3,10
network4,RC,16,0.8744106171150202,0,10
network4,louvain,16,0.8709971563028039,4,10
network4,infomap,16,0.8704444700771569,8,10
network4,greedy,16,0.8094651691894734,5,10
network4,async_lpa,16,0.8689779405309561,3,10
network4,RC,17,0.8741745799284437,0,10
network4,louvain,17,0.8704673060339,2,10
network4,infomap,17,0.8704444700771569,4,10
network4,greedy,17,0.8094651691894734,5,10
network4,async_lpa,17,0.8689779405309561,3,10
network4,RC,18,0.871607476204968,0,10
network4,louvain,18,0.8696899411399911,3,10
network4,infomap,18,0.8704444700771569,9,10
network4,greedy,18,0.8094651691894734,2,10
network4,async_lpa,18,0.8689779405309561,3,10
network4,RC,19,0.8739219212630279,0,10
network4,louvain,19,0.8704673060339,5,10
network4,infomap,19,0.8704444700771569,4,10
network4,greedy,19,0.8086370748673892,3,10
network4,async_lpa,19,0.8689779405309561,3,10
network4,RC,0,0.8691320762701639,0,100
network4,louvain,0,0.8499842573354582,69,100
network4,infomap,0,0.8434881887804252,22,100
network4,greedy,0,0.8135332609709911,37,100
network4,async_lpa,0,0.8465563226312706,24,100
network4,RC,1,0.8691320762701639,0,100
network4,louvain,1,0.8704673060339,39,100
network4,infomap,1,0.8434881887804252,24,100
network4,greedy,1,0.8135332609709911,37,100
network4,async_lpa,1,0.8465563226312706,24,100
network4,RC,2,0.8691320762701639,0,100
network4,louvain,2,0.8704673060339,20,100
network4,infomap,2,0.8434881887804252,19,100
network4,greedy,2,0.8135332609709911,23,100
network4,async_lpa,2,0.8465563226312706,24,100
network4,RC,3,0.8691320762701639,0,100
network4,louvain,3,0.8704673060339,28,100
network4,infomap,3,0.8434881887804252,20,100
network4,greedy,3,0.8135332609709911,25,100
network4,async_lpa,3,0.8465563226312706,24,100
network4,RC,4,0.8691320762701639,0,100
network4,louvain,4,0.8442228474222512,79,100
network4,infomap,4,0.8434881887804252,18,100
network4,greedy,4,0.8135332609709911,48,100
network4,async_lpa,4,0.8465563226312706,24,100
network4,RC,5,0.8691320762701639,0,100
network4,louvain,5,0.8488216352590499,27,100
network4,infomap,5,0.8434881887804252,19,100
network4,greedy,5,0.8135332609709911,59,100
network4,async_lpa,5,0.8465563226312706,24,100
network4,RC,6,0.8691320762701639,0,100
network4,louvain,6,0.8482086923804557,84,100
network4,infomap,6,0.8434881887804252,18,100
network4,greedy,6,0.8117263109978718,99,100
network4,async_lpa,6,0.8465563226312706,24,100
network4,RC,7,0.8691320762701639,0,100
network4,louvain,7,0.8499842573354582,69,100
network4,infomap,7,0.8434881887804252,23,100
network4,greedy,7,0.8094651691894734,4,100
network4,async_lpa,7,0.8465563226312706,24,100
network4,RC,8,0.8691320762701639,0,100
network4,louvain,8,0.8704673060339,29,100
network4,infomap,8,0.8434881887804252,16,100
network4,greedy,8,0.8135332609709911,36,100
network4,async_lpa,8,0.8465563226312706,24,100
network4,RC,9,0.8691320762701639,0,100
network4,louvain,9,0.8704673060339,28,100
network4,infomap,9,0.8434881887804252,14,100
network4,greedy,9,0.8135332609709911,57,100
network4,async_lpa,9,0.8465563226312706,24,100
network4,RC,10,0.8691320762701639,0,100
network4,louvain,10,0.8706986222559404,41,100
network4,infomap,10,0.8434881887804252,15,100
network4,greedy,10,0.8117263109978718,59,100
network4,async_lpa,10,0.8465563226312706,24,100
network4,RC,11,0.8691320762701639,0,100
network4,louvain,11,0.8499842573354582,69,100
network4,infomap,11,0.8434881887804252,18,100
network4,greedy,11,0.8117263109978718,30,100
network4,async_lpa,11,0.8465563226312706,24,100
network4,RC,12,0.8691320762701639,0,100
network4,louvain,12,0.8499842573354582,69,100
network4,infomap,12,0.8434881887804252,17,100
network4,greedy,12,0.8135332609709911,33,100
network4,async_lpa,12,0.8465563226312706,24,100
network4,RC,13,0.8691320762701639,0,100
network4,louvain,13,0.8488216352590499,27,100
network4,infomap,13,0.8434881887804252,17,100
network4,greedy,13,0.8094651691894734,13,100
network4,async_lpa,13,0.8465563226312706,24,100
network4,RC,14,0.8691320762701639,0,100
network4,louvain,14,0.8704673060339,23,100
network4,infomap,14,0.8434881887804252,14,100
network4,greedy,14,0.8135332609709911,61,100
network4,async_lpa,14,0.8465563226312706,24,100
network4,RC,15,0.8691320762701639,0,100
network4,louvain,15,0.8704673060339,29,100
network4,infomap,15,0.8434881887804252,20,100
network4,greedy,15,0.8135332609709911,73,100
network4,async_lpa,15,0.8465563226312706,24,100
network4,RC,16,0.8691320762701639,0,100
network4,louvain,16,0.8499842573354582,69,100
network4,infomap,16,0.8434881887804252,18,100
network4,greedy,16,0.8135332609709911,63,100
network4,async_lpa,16,0.8465563226312706,24,100
network4,RC,17,0.8691320762701639,0,100
network4,louvain,17,0.8499842573354582,69,100
network4,infomap,17,0.8434881887804252,23,100
network4,greedy,17,0.8135332609709911,35,100
network4,async_lpa,17,0.8465563226312706,24,100
network4,RC,18,0.8691320762701639,0,100
network4,louvain,18,0.8499842573354582,69,100
network4,infomap,18,0.8434881887804252,15,100
network4,greedy,18,0.8117263109978718,13,100
network4,async_lpa,18,0.8465563226312706,24,100
network4,RC,19,0.8691320762701639,0,100
network4,louvain,19,0.8499842573354582,69,100
network4,infomap,19,0.8434881887804252,17,100
network4,greedy,19,0.8135332609709911,31,100
network4,async_lpa,19,0.8465563226312706,24,100
network4,RC,0,0.8699911002922974,0,1000
network4,louvain,0,0.8487261765344165,513,1000
network4,infomap,0,0.8485646525956737,425,1000
network4,greedy,0,0.8135332609709911,37,1000
network4,async_lpa,0,0.8168471081875167,115,1000
network4,RC,1,0.8699911002922974,0,1000
network4,louvain,1,0.848994526358318,513,1000
network4,infomap,1,0.8485646525956737,425,1000
network4,greedy,1,0.8135332609709911,37,1000
network4,async_lpa,1,0.8168471081875167,115,1000
network4,RC,2,0.8699911002922974,0,1000
network4,louvain,2,0.8490831357040525,962,1000
network4,infomap,2,0.8485646525956737,425,1000
network4,greedy,2,0.8135332609709911,23,1000
network4,async_lpa,2,0.8168471081875167,115,1000
network4,RC,3,0.8699911002922974,0,1000
network4,louvain,3,0.8477759205412397,633,1000
network4,infomap,3,0.8485646525956737,426,1000
network4,greedy,3,0.8135332609709911,25,1000
network4,async_lpa,3,0.8168471081875167,115,1000
network4,RC,4,0.8699911002922974,0,1000
network4,louvain,4,0.8436140373535337,823,1000
network4,infomap,4,0.8485646525956737,425,1000
network4,greedy,4,0.8135332609709911,48,1000
network4,async_lpa,4,0.8168471081875167,115,1000
network4,RC,5,0.8699911002922974,0,1000
network4,louvain,5,0.8487261765344165,513,1000
network4,infomap,5,0.8485646525956737,426,1000
network4,greedy,5,0.8135332609709911,59,1000
network4,async_lpa,5,0.8168471081875167,115,1000
network4,RC,6,0.8699911002922974,0,1000
network4,louvain,6,0.8477759205412397,633,1000
network4,infomap,6,0.8485646525956737,401,1000
network4,greedy,6,0.8135332609709911,126,1000
network4,async_lpa,6,0.8168471081875167,115,1000
network4,RC,7,0.8699911002922974,0,1000
network4,louvain,7,0.8493563933245408,609,1000
network4,infomap,7,0.8485646525956737,424,1000
network4,greedy,7,0.8135332609709911,168,1000
network4,async_lpa,7,0.8168471081875167,115,1000
network4,RC,8,0.8699911002922974,0,1000
network4,louvain,8,0.8493563933245408,946,1000
network4,infomap,8,0.8485646525956737,425,1000
network4,greedy,8,0.8135332609709911,36,1000
network4,async_lpa,8,0.8168471081875167,115,1000
network4,RC,9,0.8699911002922974,0,1000
network4,louvain,9,0.849408022613062,779,1000
network4,infomap,9,0.8485646525956737,425,1000
network4,greedy,9,0.8135332609709911,57,1000
network4,async_lpa,9,0.8168471081875167,115,1000
network4,RC,10,0.8699911002922974,0,1000
network4,louvain,10,0.8478688827086355,161,1000
network4,infomap,10,0.8485646525956737,426,1000
network4,greedy,10,0.8135332609709911,150,1000
network4,async_lpa,10,0.8168471081875167,115,1000
network4,RC,11,0.8699911002922974,0,1000
network4,louvain,11,0.8436140373535337,823,1000
network4,infomap,11,0.8485646525956737,425,1000
network4,greedy,11,0.8135332609709911,147,1000
network4,async_lpa,11,0.8168471081875167,115,1000
network4,RC,12,0.8699911002922974,0,1000
network4,louvain,12,0.8479403425565543,392,1000
network4,infomap,12,0.8485646525956737,406,1000
network4,greedy,12,0.8135332609709911,33,1000
network4,async_lpa,12,0.8168471081875167,115,1000
network4,RC,13,0.8699911002922974,0,1000
network4,louvain,13,0.8487261765344165,513,1000
network4,infomap,13,0.8485646525956737,426,1000
network4,greedy,13,0.8135332609709911,250,1000
network4,async_lpa,13,0.8168471081875167,115,1000
network4,RC,14,0.8699911002922974,0,1000
network4,louvain,14,0.8494558246049496,609,1000
network4,infomap,14,0.8485646525956737,425,1000
network4,greedy,14,0.8135332609709911,61,1000
network4,async_lpa,14,0.8168471081875167,115,1000
network4,RC,15,0.8699911002922974,0,1000
network4,louvain,15,0.8436140373535337,823,1000
network4,infomap,15,0.8485646525956737,781,1000
network4,greedy,15,0.8135332609709911,73,1000
network4,async_lpa,15,0.8168471081875167,115,1000
network4,RC,16,0.8699911002922974,0,1000
network4,louvain,16,0.848097820340998,494,1000
network4,infomap,16,0.8485646525956737,426,1000
network4,greedy,16,0.8135332609709911,63,1000
network4,async_lpa,16,0.8168471081875167,115,1000
network4,RC,17,0.8699911002922974,0,1000
network4,louvain,17,0.8483561241251303,181,1000
network4,infomap,17,0.8485646525956737,423,1000
network4,greedy,17,0.8135332609709911,35,1000
network4,async_lpa,17,0.8168471081875167,115,1000
network4,RC,18,0.8699911002922974,0,1000
network4,louvain,18,0.8480144147301327,161,1000
network4,infomap,18,0.8485646525956737,424,1000
network4,greedy,18,0.8135332609709911,364,1000
network4,async_lpa,18,0.8168471081875167,115,1000
network4,RC,19,0.8699911002922974,0,1000
network4,louvain,19,0.8487261765344165,513,1000
network4,infomap,19,0.8485646525956737,424,1000
network4,greedy,19,0.8135332609709911,31,1000
network4,async_lpa,19,0.8168471081875167,115,1000
network5,RC,0,0.8801315529463257,0,10
network5,louvain,0,0.8698943120953639,4,10
network5,infomap,0,0.8680213371257899,5,10
network5,greedy,0,0.8240792155648385,1,10
network5,async_lpa,0,0.8267488352633816,3,10
network5,RC,1,0.8790714505413462,0,10
network5,louvain,1,0.8695859445323311,3,10
network5,infomap,1,0.8680697256915452,7,10
network5,greedy,1,0.8235529949799184,1,10
network5,async_lpa,1,0.8267488352633816,3,10
network5,RC,2,0.876945468635874,0,10
network5,louvain,2,0.8519818588566986,2,10
network5,infomap,2,0.8679177706289123,6,10
network5,greedy,2,0.8235481833656263,5,10
network5,async_lpa,2,0.8267488352633816,3,10
network5,RC,3,0.8768378943958783,0,10
network5,louvain,3,0.8697566184067256,4,10
network5,infomap,3,0.8679626502220145,3,10
network5,greedy,3,0.8219378913044529,1,10
network5,async_lpa,3,0.8267488352633816,3,10
network5,RC,4,0.876958922810173,0,10
network5,louvain,4,0.8693150517473862,4,10
network5,infomap,4,0.8680213371257899,0,10
network5,greedy,4,0.8217563308340581,4,10
network5,async_lpa,4,0.8267488352633816,3,10
network5,RC,5,0.8781200285569443,0,10
network5,louvain,5,0.8531352196151891,3,10
network5,infomap,5,0.8680213371257899,2,10
network5,greedy,5,0.8219378913044529,4,10
network5,async_lpa,5,0.8267488352633816,3,10
network5,RC,6,0.8781363435763625,0,10
network5,louvain,6,0.8693150517473862,4,10
network5,infomap,6,0.8671981653535076,8,10
network5,greedy,6,0.8241821613301897,0,10
network5,async_lpa,6,0.8267488352633816,3,10
network5,RC,7,0.8794008767331563,0,10
network5,louvain,7,0.8675950817349753,4,10
network5,infomap,7,0.8671981653535076,7,10
network5,greedy,7,0.8159780060786062,4,10
network5,async_lpa,7,0.8267488352633816,3,10
network5,RC,8,0.8791662477367284,0,10
network5,louvain,8,0.8683304873792003,5,10
