id,eigenvector_centrality,eigenvector_centrality_weighted,pagerank,degree_centrality,core_number,closeness_centrality,clustering_coefficient,vertex_betweenes
Cha-F-000304,0.0001319965312683544,3.7463845455084355e-07,2.8009521002914174e-05,0.011959198030249736,123,0.3549883162983179,0.0003083772109537546,6.797120732172885e-05
VGlut-F-400398,3.2196952020208084e-05,1.515499570455917e-08,8.192100568650037e-06,0.0006029847746344405,12,0.3208958833868133,0.0004595317041438881,6.381508778858516e-07
Gad1-F-000856,2.061609482470738e-07,3.1581525055562296e-12,7.571176409104303e-06,0.00035174111853675694,7,0.2544331794878351,0.001019993512854581,0.0
Gad1-F-900582,6.462537306337048e-05,4.191907126186738e-08,1.9100273969311386e-05,0.0019597005175619317,38,0.32699638514623725,0.0007605321167986448,2.6080231558686385e-07
Gad1-F-200168,0.0005357225266335773,5.45054255648724e-07,6.526249196614325e-05,0.014119893472689814,150,0.3712180563327737,0.00045949970199423557,1.1261369542261537e-05
Cha-F-100148,8.857616381840261e-05,1.9476394387548628e-07,1.1225111231916786e-05,0.0013064670117079544,26,0.33204858677879,0.0003274245051573716,7.91716331456113e-07
VGlut-F-100266,0.0002609558401025119,1.2203284111881447e-06,2.81826399706571e-05,0.006381588864881162,96,0.36370780561799804,0.0009428116645163469,6.038446056561511e-06
VGlut-F-500127,0.00019270660004536903,2.868094125518519e-07,2.156584517946704e-05,0.0022611929048791516,42,0.3575136980149106,0.0003546218156641776,4.80387725528188e-05
fru-F-100142,0.0004011262668948209,4.836140280093467e-07,0.00021423823499254913,0.013165167579518617,122,0.3801237727776292,0.0008170447917835057,4.551661267546826e-05
VGlut-F-500468,3.0219281387166403e-06,1.5651026913939276e-09,7.670225451147732e-06,0.0034671624541480327,62,0.28430812308923115,0.000646241528491892,2.526558987068211e-07
fru-F-600211,0.00019123743781917656,3.697697892822055e-07,9.113849527109513e-06,0.010903974674639466,196,0.3145955516211132,0.0008239289032002159,8.113764032010055e-07
Gad1-F-500837,7.661195019638845e-06,3.1771306044185266e-09,8.669373103943448e-06,0.0006029847746344405,12,0.30561911635978317,0.0003745322572033433,9.238379638192996e-08
VGlut-F-200436,0.0002775590033785449,1.0096923228222335e-06,3.042627807761399e-05,0.006230842671222552,92,0.3632828900531206,0.0009912334007095662,4.981576232154843e-06
VGlut-F-000127,8.04332089713409e-08,5.853034529528807e-12,7.597263541570666e-06,0.00010049746243907341,2,0.2451284704259355,0.0025199436482777854,0.0
Gad1-F-100863,3.94368020166901e-06,4.7136833570702585e-09,7.951899244820077e-06,0.0001507461936586101,3,0.28819057273188037,0.0,2.2095266121325114e-08
Cha-F-400234,0.00011747147535076449,1.1612652373228579e-07,2.027688103883895e-05,0.002763680217074519,52,0.3547541801846768,0.0005103895534420981,2.0262920089451344e-06
VGlut-F-400091,9.007731755854971e-05,1.1224402335957194e-07,2.484292677331547e-05,0.002411939098537762,47,0.32858369382161606,0.001232653970408191,9.86028643778656e-07
VGlut-F-400079,0.00022750422078637582,1.301814911718889e-07,2.614764677615915e-05,0.005125370584392744,82,0.35378297660527624,0.0004848111240590385,1.5991038042657637e-05
Gad1-F-000591,0.0001394440676203233,4.859530786856519e-07,5.9231086254487815e-05,0.0056781066278076475,85,0.3593535572408812,0.0013269027107515694,8.862562083278263e-06
VGlut-F-700206,0.00019372004033458152,2.02880914308406e-07,2.05721042003105e-05,0.0032159187980503492,60,0.3498769338959212,0.0002851464699620838,3.5222511882888417e-06
Gad1-F-000452,1.272055216851884e-05,5.551735314661761e-09,1.0761390380720747e-05,0.0009547258931711974,19,0.30543618392780403,0.00043955936268191354,2.619919128632669e-07
Gad1-F-400896,8.461375105903549e-05,6.515195881310328e-08,1.1618587742544383e-05,0.0028139289482940555,56,0.3278043155987481,0.00029807038828712565,3.169218959236767e-06
VGlut-F-600352,6.676694883170673e-05,2.3673535794463798e-08,1.2031835861460498e-05,0.001356715742927491,26,0.34197095970444197,0.0005194236345763213,2.8764305020635876e-06
Cha-F-100351,0.00019056976780948962,3.7358594151032765e-07,1.2371314283242249e-05,0.0064318375961006985,106,0.3372593546637744,0.000375546173010647,4.577591366659399e-06
Cha-F-100329,5.855727895645882e-05,1.1812743142315336e-08,1.8503031591692518e-05,0.01145671071805437,148,0.315954085763729,0.00047145265341374035,9.096413906937767e-06
Gad1-F-900504,3.7704136594796817e-07,1.965655445195981e-11,7.696897139297144e-06,0.001055223355610271,21,0.25550790879211177,0.0005815193306075516,1.0398707828283554e-08
VGlut-F-300394,0.0003869891530961258,1.8303718782285373e-06,5.5419150193334175e-05,0.009798502587809657,109,0.3685575124543956,0.001546149847719406,1.2259745160541575e-05
Gad1-F-300412,0.00010698501962340232,9.660607792852055e-08,1.2652857673619852e-05,0.002210944173659615,41,0.34676168737258456,0.00015673251238703767,1.2463641853164728e-05
VGlut-F-100040,6.0241424403192224e-05,2.9300667822517906e-08,1.9213133286829196e-05,0.002763680217074519,52,0.340607243102622,0.0005795077694692447,9.396003978896937e-06
VGlut-F-000216,0.00025181016595246134,1.1527696813991072e-07,2.835742324487816e-05,0.004874126928295061,81,0.3553432729220605,0.000344976231408741,2.8003779422505394e-05
Gad1-F-800348,0.00025525952647393853,1.4060720417487216e-07,3.712067129315025e-05,0.008994522888297071,143,0.35451403733789366,0.00025158440807751054,1.0968870581561843e-05
fru-F-200108,0.00021764247237028215,7.258669450317285e-07,2.818081882090713e-05,0.006532335058539772,105,0.3617903175959423,0.0015773421824850562,4.808774271987357e-06
VGlut-F-100010,3.7035158910904435e-05,2.009976813052069e-08,8.006779524293074e-06,0.0002512436560976835,5,0.3367799363704055,0.00035879689081233014,1.0636646078464905e-06
VGlut-F-300452,0.00016992771758455872,1.666495113123983e-07,1.7005851505780112e-05,0.00427114215366062,72,0.362126064487954,0.00023651919814796316,9.043808225193123e-06
fru-F-800025,0.0001292151852094287,2.551794462056278e-07,8.971951641304088e-06,0.0028641776795135924,57,0.29302373520230873,0.00020325166809277118,8.695733841894384e-08
VGlut-F-300161,0.0002717001570005464,6.327553325128275e-07,2.865810679542099e-05,0.007487060951710969,108,0.3623964308476737,0.0014647025194457495,5.48720313823458e-06
VGlut-F-000256,8.932015009315255e-06,3.020039772916827e-09,8.29098052130031e-06,0.0007034822370735139,14,0.30776011381912655,0.0010622672355289572,2.959592043589473e-07
fru-F-300002,0.00011800178287493663,2.1731795065643787e-07,1.0964256700373291e-05,0.004723380734636451,86,0.33705943126196164,0.00037637817526897926,1.629318960284718e-05
Gad1-F-800259,0.0003237712417270481,4.341270786728177e-07,3.6829079834437044e-05,0.010451736093663636,143,0.3575136980149106,0.00024056094677329246,1.4788833529773049e-05
Gad1-F-500413,0.00010390469723171015,3.876416202936473e-08,1.3907042282968967e-05,0.014069644741470278,150,0.34387959635056675,0.0004597924396184255,5.802195874130816e-06
Cha-F-600099,1.960262007585887e-05,1.9732379647458504e-08,8.679035831922488e-06,0.0009547258931711974,19,0.30089204717266405,0.00041196265778799664,3.118770490319274e-07
VGlut-F-500696,0.00010479453024832368,9.405796492751722e-08,1.3795279749828165e-05,0.003065172604391739,55,0.3376885615868868,0.00017619919051748022,1.8683084144521163e-06
Cha-F-200000,0.00048050876137178386,4.06012567862088e-07,8.027629521180754e-05,0.00809004572634541,122,0.37003774567226344,0.0002815949116085204,1.7536475647692656e-05
fru-F-700218,4.678232914719387e-05,2.9143276392951796e-08,1.4779027034205983e-05,0.00502487312195367,89,0.3303344675906714,0.0017010806230477902,2.848102169457859e-06
VGlut-F-800196,6.715872256731435e-05,3.2077387983887185e-08,2.3057524553266437e-05,0.0028139289482940555,56,0.3157936495342674,0.0005439414603052493,1.439282249209602e-07
Gad1-F-000847,2.9278430657653774e-05,1.3261966348497258e-08,0.0001306671574300241,0.0035174111853675696,55,0.30865748495564244,0.001028236978523047,0.000331875897252147
Gad1-F-800351,0.0002333452316225454,2.2758948520918887e-07,3.1533366505754325e-05,0.007235817295613286,111,0.35272952853598016,0.0003356922238761625,6.3967791197647255e-06
Trh-F-700040,0.00023686785982657467,1.16491259292521e-06,5.246013647456092e-05,0.006281091402442088,98,0.36530342523587506,0.0011402221206973536,9.391817576423778e-06
VGlut-F-000257,0.0004202307583349145,2.52461667839547e-07,3.2129471852066205e-05,0.006281091402442088,94,0.3750235555723062,0.000201802697864913,1.14006207802796e-05
Cha-F-200218,2.794614190616864e-05,1.700015078414051e-08,8.169425098120077e-06,0.0003014923873172202,6,0.33034543432431984,0.00016626013875018468,1.777234661241709e-08
Gad1-F-500735,1.705741223973503e-05,2.5762609974304224e-09,9.875513035680835e-06,0.0014069644741470278,28,0.308351409978308,0.0008374185057111048,1.8267233879180208e-07
Gad1-F-500263,0.00027089973028622316,2.2809663373505098e-07,2.4861948713582677e-05,0.005477111702929501,100,0.3534939074212228,0.00017508894364631015,1.2264691546484932e-06
Gad1-F-900506,1.8217336002245052e-05,1.1934882783006881e-08,1.0379259611760886e-05,0.000854228430732124,17,0.30502889198841254,0.00022798317949885194,7.27719603563029e-08
VGlut-F-200458,0.00016531577113872509,6.484357054679649e-07,2.473065494884756e-05,0.004924375659514597,78,0.35031421077646147,0.001098642677336606,1.1695910504389636e-05
Cha-F-800114,0.0003512432767544219,3.103177061078708e-07,2.3842415747663513e-05,0.004170644691221546,75,0.3775206298017642,0.00022603111576110295,4.583134330639579e-06
Gad1-F-100889,0.00021358889429224837,1.447752900083068e-07,2.309465319909235e-05,0.004522385809758303,79,0.36547785205318445,0.0003642685508310769,4.6627371252470585e-06
Gad1-F-400888,1.1991299184943248e-05,1.4622971742993587e-09,9.268390810066104e-06,0.001055223355610271,21,0.3008238228402993,0.0006681718618233067,1.1996594227067485e-06
VGlut-F-300113,1.0876853203188148e-05,5.996438262486267e-09,2.999588354983054e-05,0.003617908647806643,64,0.2976785233493882,0.0009919042474199,5.4958354138656576e-05
Trh-F-000003,0.00023297959527336266,4.842170977564648e-07,6.0367036410738004e-05,0.00839153811366263,109,0.3635881976797296,0.0016322238529088142,1.1130581078701735e-05
Cha-F-900047,0.000178393886752219,7.629785538992963e-08,2.2514367490148323e-05,0.0038691523039043265,71,0.3638674053352349,0.0004385095361856838,6.892187174144802e-06
VGlut-F-000598,7.136795041479955e-05,5.9072509248129734e-08,1.3992571584458368e-05,0.003115421335611276,61,0.34175954388555924,0.0002746482817657475,4.387982846491446e-06
Cha-F-400152,0.0004828678983153109,2.5419800510859476e-07,1.1242394499067475e-05,0.013064670117079544,212,0.32071488429059497,0.0009153884187606295,2.159859295087105e-06
VGlut-F-800020,0.00012509427094214198,3.1357521901401093e-07,2.7818459929412013e-05,0.0024621878297572987,45,0.3544698359546159,0.0013079374885634292,4.4512468662892284e-05
Cha-F-600186,0.00016427537147627714,5.602680187727546e-08,1.7273800762633108e-05,0.002512436560976835,50,0.351105308657222,0.0003374956727507589,2.417441509585252e-06
VGlut-F-300030,0.00021492694323944328,1.8442310694546066e-07,1.97660272386748e-05,0.00412039596000201,73,0.3497170772853478,0.0003574372145766384,6.891172972454228e-06
VGlut-F-900104,8.346634168384096e-05,9.323995083125161e-08,1.6964004842053694e-05,0.004773629465855987,78,0.3513284491128961,0.00031129141415343843,1.3638748405437126e-05
VGlut-F-400884,0.00026456764545865446,1.34813670151785e-06,3.5396632106700835e-05,0.0069343249082960655,106,0.3642003550317516,0.001515411295531493,5.341147518145031e-06
Cha-F-700041,0.0001498291749103203,6.200874587358039e-08,9.788960007181147e-06,0.0023616903673182254,45,0.3448927246889189,0.000415415205508345,5.135715927095835e-06
Gad1-F-700733,0.00016478120942395864,3.66845552819447e-07,3.702966096658841e-05,0.003266167529269886,62,0.3565528979664965,0.0007514772605431571,8.615949823301235e-08
VGlut-F-500246,0.0003828251414685226,2.7814443122293664e-07,4.1179530945606145e-05,0.007386563489271896,106,0.37532060953530477,0.00021572050092590685,5.698675309928692e-06
Gad1-F-800478,0.00017939792666942555,2.7755950085759597e-07,2.03728795075678e-05,0.0038189035726847896,71,0.3480656219392752,0.00015032522637475277,6.16108872773086e-06
Gad1-F-400916,5.5399348289228346e-05,7.697579360848417e-08,8.745733454217393e-06,0.0009044771619516607,18,0.3409982693922311,0.001252702423354195,3.419590951815414e-08
Gad1-F-100578,1.803622527067782e-06,6.562905726220791e-10,1.5100014874913714e-05,0.0006532335058539772,13,0.27816837426442836,0.0010167509721728822,4.639830556693842e-07
Cha-F-100335,0.0002692663481248168,5.308728638528781e-07,2.8229055326523443e-05,0.004723380734636451,86,0.35165126429063664,0.00034587887543864056,1.0244575260243599e-05
Cha-F-400032,0.00013138384442690064,6.055734210886605e-08,1.730819100578046e-05,0.0009547258931711974,18,0.34618261519995824,0.0005831879656025451,3.319165547956954e-07
VGlut-F-500251,1.217705820828776e-06,1.175783398953594e-10,9.770478799612047e-06,0.00040198984975629365,8,0.2688997284114094,0.0016405930507630267,5.8154268620455484e-08
Gad1-F-500369,4.6048209298967904e-05,5.917397587262651e-08,1.1290816702980562e-05,0.0032159187980503492,58,0.3176485610764393,0.0006217048786659846,3.923780822635408e-06
Gad1-F-800361,0.0001504631767735729,3.809825209541783e-08,1.929367557848018e-05,0.002411939098537762,45,0.35723773964242117,0.00017665717181080683,2.969211365648299e-06
VGlut-F-400534,0.00015891341021232017,1.0142131332145603e-07,1.618277352898314e-05,0.00442188834731923,74,0.3609242097245144,0.00023551032970735807,1.1864325715076833e-05
Cha-F-400183,0.00018216929550496935,1.562377841419787e-07,1.562473655487481e-05,0.0051756193156122805,77,0.34923225410195663,0.00044300081948850427,5.8420092196653366e-06
fru-F-700137,0.00019663079185203817,2.1952920777310893e-07,3.8026714434593196e-05,0.0045726345409778405,72,0.3520743034055728,0.00016678092400233618,2.1251587142670597e-06
fru-F-200167,0.00025912389991596715,1.1181511739307899e-06,3.61947016076772e-05,0.007135319833174212,108,0.36164567773355866,0.0016038743758027298,7.348936530226242e-06
Cha-F-900011,0.000392663932783605,3.6168204035738314e-07,2.98204454171495e-05,0.005627857896588111,86,0.3593016537878241,0.00043162589437125386,5.408434642114383e-06
Gad1-F-500377,1.4863235290767106e-05,6.506659606905178e-09,8.711973135170912e-06,0.0029646751419526657,54,0.29720728793309437,0.0010817051766782997,3.5529041663251706e-07
Cha-F-100423,0.00036048745621762124,5.811940795215169e-07,0.00020493694260034095,0.015778101602934524,99,0.3440817455651993,0.00013690879729145422,0.0001925504766523526
VGlut-F-700069,0.00011581591505451879,2.9626725114514417e-08,1.0169969623236933e-05,0.0036681573790261794,67,0.34317985859630973,0.0004995279149851165,6.0391019753707884e-05
fru-F-400539,5.9970188361870274e-05,8.096055797754277e-08,1.2062450695991647e-05,0.004874126928295061,89,0.3212118277487249,0.0007647621238990155,8.434347932338627e-06
TH-F-300086,0.00010985680990470323,2.4189869610375973e-07,2.1167011078432086e-05,0.0014069644741470278,27,0.35135946327683615,0.00016002894765069998,8.035516932293627e-07
Cha-F-700282,0.0003464480092604443,4.78116162831905e-07,3.305642546891268e-05,0.012562182804884177,150,0.3596912955465587,0.00022381229117312098,2.559130815251729e-05
Cha-F-200288,0.00011015800996298241,1.8832157990763299e-07,1.3172301996905577e-05,0.003065172604391739,61,0.3428192451465091,0.0002983380333002736,3.0333245805752354e-06
VGlut-F-200370,0.0001857227282563033,1.0935432946229981e-07,1.5884554152534538e-05,0.002210944173659615,43,0.3527732969351036,0.0006954892264261586,4.208206716413328e-07
Gad1-F-700027,0.00031761374285370114,8.620203771617909e-07,1.9581119971375866e-05,0.009949248781468268,145,0.3604731198377047,0.00028451338202933153,1.859449580403788e-05
VGlut-F-000088,0.0002483218199772756,1.5358926525382406e-07,1.4556462157819661e-05,0.004472137078538767,80,0.3523423391522963,0.0002855303996642002,5.638929565596797e-06
VGlut-F-500591,1.3667499965293178e-05,3.1963136983682068e-09,1.0907714250866116e-05,0.0002512436560976835,5,0.31031794296050275,0.00012114625479758396,5.7779719857500294e-08
Cha-F-100021,0.0002638468054799833,1.978240546439215e-07,1.9913456052694944e-05,0.005527360434149038,89,0.3599319961657413,0.00033048422690300683,1.4649578141242213e-05
Cha-F-100338,9.6745252230281e-05,3.258580758851627e-08,1.2078452398816696e-05,0.0015074619365861013,29,0.34410554345194866,0.0002290783190816356,2.957297994218622e-06
fru-F-300152,0.00035069961637600064,9.587772186767975e-07,0.00013159644554134483,0.011506959449273905,109,0.3684074122068161,0.0011486328450730605,2.189515208026045e-05
Cha-F-400225,0.00011177627844998313,4.024108592012244e-08,1.2407201227837126e-05,0.0017587055926837848,34,0.3418652191091337,0.00020892043162141672,3.2764597052885326e-06
Cha-F-300368,7.598274948382959e-05,3.05426767672916e-08,1.36989638085987e-05,0.001708456861464248,33,0.3389481214020506,0.00029197758642904856,1.470401304568537e-06
Gad1-F-700634,3.478495552312495e-05,4.318678490330078e-08,9.595982834934252e-06,0.0014572132053665644,28,0.30996511120802445,0.00022787597381968802,5.861730195695982e-06
VGlut-F-300435,0.00043371403973741277,6.037137822123136e-07,4.8145087688735065e-05,0.008441786844882167,110,0.372608125819135,0.0002421478342644666,2.396248296398492e-05
fru-F-000158,2.9330453940381477e-06,5.027140502565993e-10,7.59029202019344e-06,0.0019094517863423948,38,0.2742657901627596,0.00023987689821224157,2.2557449405944292e-07
Cha-F-400120,0.00031670120141103294,8.10097404671931e-08,1.8985847730742014e-05,0.0033666649917089594,65,0.36887859128822986,0.00013472084870676175,8.067027795949588e-07
VGlut-F-600715,7.687941605038888e-05,1.0889328844332177e-08,1.5795803673252537e-05,0.010451736093663636,150,0.31470002213858755,0.0005046104359930049,6.089858976562491e-06
Gad1-F-700443,0.00019400283357549599,5.4262003075162326e-08,3.064738647307322e-05,0.01296417265464047,150,0.34649000626784593,0.00040058523936766974,1.2994093089985232e-05
VGlut-F-500717,0.00019426055794082527,1.1533706234636926e-07,4.707333927297037e-05,0.004522385809758303,81,0.3590229294077321,0.0002845384456525066,1.2830680319606311e-05
VGlut-F-300029,4.188424286386518e-06,4.012015548793291e-10,9.292014625539012e-06,0.00040198984975629365,8,0.27605770564572063,0.00038122430170800325,2.327304064943494e-07
VGlut-F-200519,4.661588180972206e-06,1.7247587443602792e-08,1.2059150839858358e-05,0.0013064670117079544,26,0.27854213612887874,0.0020284253597593043,2.8916294518156227e-07
VGlut-F-400703,0.0002236427708887411,1.3950552408404578e-07,1.4132847244427705e-05,0.0030149238731722026,60,0.36287881550636375,0.00031862220330119653,2.6101228079698634e-06
Gad1-F-000062,0.000316462926387191,4.3431227700103643e-07,0.000103758479806106,0.011104969599517612,138,0.35672546067254607,0.00039305556174112005,1.4702788694526337e-05
Gad1-F-400868,9.244776779082567e-05,1.2398817971228306e-08,1.1640819452429197e-05,0.001205969549268881,24,0.3389423486332283,0.00022356129069940535,2.947124754797969e-07
Gad1-F-200482,3.993475166696553e-05,9.660976734645607e-09,1.6628853457868858e-05,0.008642781769760313,129,0.31398008929839233,0.00048437103490074304,3.5556093932047147e-06
VGlut-F-300258,0.0001963575534449069,2.101074646548301e-07,5.845971229188416e-05,0.005125370584392744,72,0.3501909236481374,0.00025765304796820265,5.340148547051313e-06
Cha-F-300299,0.000320765784916184,7.558394751792604e-07,0.00012880511365910468,0.011054720868298076,89,0.3429610353800817,0.00020359697272802487,7.324237019387351e-05
Cha-F-000446,0.00013742421525206707,5.5970953735163546e-08,1.483735991057396e-05,0.0023616903673182254,44,0.34409364409710214,0.0005471961464679605,6.58791218484334e-06
fru-F-300113,0.0003750243191528781,2.8316110067364007e-06,0.00011950230656454505,0.009346264006833827,109,0.3684142322929394,0.001052316634126236,9.071894132142812e-06
Gad1-F-000766,0.0006211390746689698,9.180468175470327e-07,8.032499540818589e-05,0.015426360484397768,150,0.38039987766648825,0.0003951250204756379,2.941992124991216e-05
fru-F-000210,0.00013474244174909545,3.522257487258124e-07,1.6370771153588235e-05,0.003416913722928496,66,0.3409573739035088,0.0003145544485493371,1.0760301155188022e-05
Gad1-F-200731,0.000181908775502105,1.2252165050097165e-07,1.2819979425452274e-05,0.0018089543239033215,34,0.3502833808568311,0.00010385607262003846,1.2589681368820226e-06
Gad1-F-800616,0.00012167928767515198,3.9355469153253795e-08,1.4206781836179825e-05,0.009446761469272901,149,0.34615250817505044,0.00047416722277808613,4.73776349556757e-06
VGlut-F-800314,0.0004852888596281489,4.388678148091919e-07,6.198347680977747e-05,0.0071855685643937494,103,0.38098246420093423,0.00034387662872194756,5.407059853910929e-06
VGlut-F-000518,0.0003183272155509991,1.971772375524438e-07,4.213407690328242e-05,0.0061805939400030145,94,0.3749811576725957,0.000311160200452294,1.822505181954145e-05
VGlut-F-600570,1.6407964852650728e-05,3.854712694276627e-09,1.4201509964996193e-05,0.0023114416360986885,46,0.3113764022968723,0.00044343244721296946,3.7790438358822776e-06
VGlut-F-900034,0.00022200514031673035,2.078756487064106e-07,3.825201739864884e-05,0.005728355359027185,90,0.3685984701153896,0.0003783881734377801,9.113998192991104e-06
VGlut-F-000667,0.00021837708571244733,2.420589634616988e-07,1.5072684078629474e-05,0.004974624390734134,83,0.3475914346595871,0.00044910738039959054,4.606703067663378e-06
Gad1-F-700507,0.0002702136267159132,2.8126897526404237e-07,2.6177936060741245e-05,0.009999497512687805,146,0.3566295718868161,0.00018411791130913113,1.1183436659409995e-05
Gad1-F-500179,0.0003743896900951368,4.212229598030257e-07,4.034071299882933e-05,0.010803477212200392,143,0.35775792331062256,0.00018626280176571746,2.473308190005745e-05
Cha-F-100255,0.00010864239834710093,1.152399521460274e-07,2.1243103991996698e-05,0.003065172604391739,58,0.3329262580299786,0.0012320014524754264,1.3044444893854016e-06
Gad1-F-400839,4.71244718195982e-06,5.659100762140023e-10,9.055870591710561e-06,0.000502487312195367,10,0.28910744377941777,0.0004708903976167238,3.329290873050883e-08
fru-F-000044,0.00032522986863455617,1.9699359231324408e-06,5.965817033095737e-05,0.008140294457564947,109,0.3666089455456488,0.0015969682390320483,7.644006708988652e-06
Cha-F-100102,0.00034356736435688844,7.436989642822139e-07,4.1388999593431544e-05,0.005627857896588111,95,0.3518439942010537,0.0002559313506204374,1.2962228233103007e-05
Gad1-F-000797,0.00045750836301832305,4.2427311743337467e-07,5.022850282782747e-05,0.009949248781468268,138,0.36654817379772714,0.0003305937066518596,1.445135499848914e-05
Gad1-F-400423,0.00019761829244612717,1.8743875376161787e-07,1.6279571052134746e-05,0.004170644691221546,76,0.34512000554938954,0.0004838193989776399,6.005449898880899e-06
Gad1-F-800430,0.0003891996591918846,3.2489719886401146e-07,4.7340779676949357e-05,0.004019898497562936,74,0.3569365976145637,0.0002605012632758701,4.626456687121399e-06
Cha-F-500252,0.000427447861276583,3.915336839231261e-07,4.549635773830251e-05,0.012160192955127883,150,0.37251745502873296,0.0004084869228484195,1.9767224709368438e-05
Cha-F-100341,0.00011800980025756996,1.6229578469184105e-07,1.9500774877441186e-05,0.004170644691221546,73,0.3414487681010226,0.0003977999359086645,1.2965036342455917e-05
VGlut-F-400659,0.00014314080834191564,1.1854064043938073e-07,5.326753062235822e-05,0.0045726345409778405,75,0.36571964128197587,0.00037594902092928114,1.2590081925541122e-05
Gad1-F-700718,0.0004529520458251948,7.919754819604049e-07,6.602180459165548e-05,0.007637807145369579,96,0.3569173930198357,0.0002748932712777949,2.4975074227639633e-05
Gad1-F-100067,0.00013427662113022653,1.6348547724579617e-07,1.8107570948499895e-05,0.0032159187980503492,61,0.34163047396700597,0.00028338551783438316,3.3363847428083763e-06
VGlut-F-400482,0.00020441636687455454,1.5951978611166486e-07,1.710770033959558e-05,0.0045726345409778405,77,0.3481813251220323,0.0007300312062793693,6.101271517089805e-06
Cha-F-200042,0.00025846601707646974,6.039696347349759e-07,2.0408145244838192e-05,0.0038691523039043265,73,0.34519184069936865,0.0004923916475198884,4.791353286318634e-06
Gad1-F-200766,5.3424451235350424e-05,6.080825172036413e-09,8.301311779756706e-06,0.0006532335058539772,13,0.33186032550693706,0.0017161107791371498,1.3541725059256107e-08
Gad1-F-300781,1.8684093100095989e-06,1.86887069036973e-10,7.738619084375326e-06,0.0009044771619516607,16,0.279854314321071,0.0008026184664556409,1.083448419410066e-08
Trh-F-900005,0.00010465750072538224,1.2837371435089322e-07,2.9372594217122043e-05,0.005075121853173208,84,0.3513656667667155,0.0012013975351230289,4.896410207418745e-06
Cha-F-600120,0.00013179506362256447,6.450744253645576e-08,1.8441233857164582e-05,0.01004974624390734,150,0.3529860409017542,0.0004320592715690836,8.389175794042118e-06
Gad1-F-300755,0.00013598500880710135,2.695090010993211e-07,1.6190016847532767e-05,0.001356715742927491,27,0.3508515214555199,0.0010110690124560712,1.5196956040652154e-06
VGlut-F-000201,0.00032956205366530043,3.8571630079111613e-07,4.745334046591739e-05,0.005778604090246721,87,0.36146832316187155,0.0004081494135514532,1.2204505670884426e-05
Cha-F-400115,0.0004493569605483761,5.850336023477671e-07,5.4376095949803234e-05,0.0074368122204914325,122,0.37025805131258255,0.0002729303855187506,4.036522946818542e-06
VGlut-F-400143,1.2824767657216912e-05,2.4242196148587624e-09,2.076976562078852e-05,0.0008039796995125873,16,0.3053658835985331,0.0003705269983027311,1.1481109801784693e-06
Gad1-F-800519,4.243649781633373e-05,3.9417562384072626e-08,1.213593915833758e-05,0.0014069644741470278,28,0.3129678555702334,0.0004400947464264655,5.371680211316971e-07
Gad1-F-100871,6.563431658136334e-07,2.704816253058879e-08,1.3866545925606432e-05,0.0011054720868298076,22,0.2558626896374389,0.0011743661354898394,8.102825422263221e-07
Cha-F-100134,7.531118912792279e-05,8.03401381947749e-08,9.700812230684773e-06,0.0026631827546354453,51,0.3268674857105315,0.0004498330589553151,2.039382418530243e-06
Cha-F-200348,0.00010439648247345334,1.0091124104876576e-07,1.2702384239919289e-05,0.004170644691221546,76,0.34920161431830143,0.0005092289891922954,5.031598367691364e-06
VGlut-F-400239,5.076849316365335e-06,2.810519797763232e-09,8.418297749565492e-06,0.0016582081302447113,31,0.29698552454857485,0.0007096437541484999,1.5145605184088855e-06
VGlut-F-500041,3.5017847225700864e-05,2.8025597841528775e-08,9.392762979453164e-06,0.003266167529269886,59,0.33319939056038306,0.000452429315120107,8.779166500904342e-06
Gad1-F-500500,3.0219281387166403e-06,5.217008971313092e-10,7.581362458190839e-06,0.0002512436560976835,5,0.28430812308923115,0.0006959952950549993,6.89403196127795e-08
Gad1-F-100618,0.0002958408927702446,1.9495271941726262e-07,7.953189257764631e-05,0.010401487362444098,138,0.3596587931252598,0.00029506813335320077,2.289905203144653e-05
Gad1-F-400057,0.00018959635706943464,1.1695214184342539e-07,1.9006544636278267e-05,0.00809004572634541,140,0.3534750714907373,0.0002363148969123176,1.1411903069550409e-05
Gad1-F-700395,8.430686981176638e-05,4.905046276862092e-08,1.0941917939088984e-05,0.000854228430732124,17,0.3376140874698877,0.00012033804135464483,2.978865982240937e-07
VGlut-F-500089,0.00018732369104021733,2.405213888889081e-07,2.231207943599563e-05,0.003768654841465253,68,0.3546024731834218,0.00037086995431346534,5.1058417717504054e-06
VGlut-F-400732,6.400506628666869e-06,2.5804561522049533e-09,8.091225144117667e-06,0.0014069644741470278,27,0.2988317616673674,0.0003870345264381293,9.069462764416412e-07
fru-F-700076,0.00026820820997792614,8.634420661441323e-08,1.4767071546852044e-05,0.002713431485854982,51,0.36493499349018027,0.00013318737752214597,1.52166334776089e-06
Gad1-F-400580,0.0004167516595831985,3.5890883212288317e-07,9.577937263263591e-05,0.013315913773177228,140,0.3641603688997054,0.000306123126325323,4.334631916002083e-05
VGlut-F-600730,0.0002461968136904286,3.4575867714179635e-07,2.5395745638254414e-05,0.004371639616099694,73,0.36861895235978365,0.00024185852641841094,1.8613051440362223e-05
Cha-F-300066,9.656461740678654e-05,9.123037110043223e-08,1.5319628791680694e-05,0.0019597005175619317,35,0.3544950925381642,0.000640070790599767,8.246218582776372e-06
