id,eigenvector_centrality,eigenvector_centrality_weighted,pagerank,degree_centrality,core_number,closeness_centrality,clustering_coefficient,vertex_betweenes
Gad1-F-100425,0.0005404488206992512,3.641072478543367e-07,6.766689449027406e-05,0.015376111753178233,150,0.3715784756712349,0.00020137594527329928,1.4723097688468254e-05
Cha-F-100196,0.0002652704935113218,3.2429220751484337e-07,2.1152001238832066e-05,0.00412039596000201,78,0.35588976913034925,0.0002927912709625651,5.284195649847349e-06
Cha-F-100417,4.089146509409999e-05,8.398057310140094e-08,1.2552405479814021e-05,0.004371639616099694,77,0.31758773119703815,0.003249902081844053,1.1889953808752124e-06
VGlut-F-000012,0.00011930905943887105,1.0124093838142452e-07,1.7798203269181192e-05,0.002914426410733129,55,0.34141947880389095,0.0005245764162246559,2.463916735621662e-06
Gad1-F-400835,0.0004368440682096236,4.4694761698504e-07,5.068277887930902e-05,0.007034822370735139,108,0.3609765830476501,0.00021818770967095653,1.747222618257742e-05
Cha-F-200182,0.00022171286981277893,3.9694871453997817e-07,1.911394122940788e-05,0.003919401035123863,75,0.34987078286246726,0.00039108115393022907,5.456183325528703e-06
Cha-F-100022,0.00025755438193161547,3.6037593100508147e-07,3.3398265409671855e-05,0.005376614240490428,83,0.3559343253684361,0.00018934592795740677,1.2860519307774499e-05
VGlut-F-800310,0.0003083732284241186,2.536997326732387e-07,2.8394301096047464e-05,0.0051756193156122805,79,0.35498198423174343,0.000675157593145923,8.686883569698118e-06
VGlut-F-000003,2.521944398652703e-05,8.283849902027967e-09,8.736617699666221e-06,0.005577609165368575,85,0.32179874844363954,0.0003213637509610684,3.3851794538213176e-06
VGlut-F-200088,9.316087784096573e-05,2.567202962781513e-08,1.028062952001685e-05,0.003266167529269886,60,0.3415542511928054,0.0004622161615726114,4.244615004588304e-06
Gad1-F-000112,0.00023323638115354644,1.4701407992507818e-07,2.8136873187171314e-05,0.00824079192000402,127,0.3511238928684851,0.00024899158776306115,1.0370080583020073e-05
5-HT1B-F-500016,0.00025748611991945557,2.638942377230767e-07,2.4585116926480572e-05,0.008291040651223557,137,0.353978050906245,0.0002908927443944121,1.2142144641268728e-05
VGlut-F-700065,1.0350776416436493e-06,4.710667932669648e-11,7.974967306903488e-06,0.00035174111853675694,7,0.26933643708806454,0.0004769195316956724,2.978081021788367e-08
Cha-F-000267,7.095504183515254e-05,1.0861100533019145e-07,1.0257414260278672e-05,0.0023616903673182254,46,0.33740230235830665,0.000822622568070955,3.160181216543881e-06
VGlut-F-500280,0.00012885938533151043,1.3138222388440006e-07,3.761399789895094e-05,0.0040701472287824735,67,0.32804206639633404,0.0008069668008323793,3.069591889363205e-06
VGlut-F-600369,7.023634367358125e-06,1.742252448754236e-09,1.2888238019883235e-05,0.0005527360434149038,11,0.30620220639145757,0.001090898240254249,4.118282665194335e-08
fru-F-600274,0.0001675280303451576,3.6076233893043183e-07,9.219567152276312e-06,0.0024621878297572987,47,0.33382537951857755,0.00024760666872109904,2.079738041322531e-06
VGlut-F-100056,0.0005147136456969773,6.699570372515867e-07,4.423032189568463e-05,0.006783578714637455,107,0.3786267384562699,0.00022580817032563706,6.7954501316742205e-06
Trh-F-000075,3.60046116339339e-05,7.672861573108665e-08,7.96378254358983e-06,0.0005527360434149038,11,0.33331100206006,0.0013542047132337168,1.0328471085337915e-07
VGlut-F-500105,0.0003150280059393384,7.189875556210224e-07,2.504802271239762e-05,0.004723380734636451,77,0.36920023004285474,0.00025328491289503674,1.5501771028093652e-05
Gad1-F-900546,0.00015962358775338184,5.0416145228526335e-08,1.0115345287129913e-05,0.002411939098537762,46,0.34473141748514613,0.0005288449431089306,7.20591587068031e-06
Cha-F-400308,0.00016325977650767006,3.324150952604438e-07,1.6523119356104272e-05,0.0040701472287824735,77,0.3415952899981119,0.0005364690008200044,3.230940560606242e-05
Cha-F-400307,0.0001160804449445917,1.205973329996697e-07,1.3525759017132508e-05,0.003266167529269886,62,0.3350111103629385,0.0003975786898656754,4.954227130674755e-06
Cha-F-700104,0.00014544359825192533,9.364894866216568e-08,2.948507221523987e-05,0.00442188834731923,67,0.3314844426677327,0.0005994285015491034,9.44697776539832e-06
fru-F-700032,3.46367501150523e-05,3.045335030289214e-08,7.720605751943172e-06,0.0007537309682930506,15,0.2812385178485628,5.3235047457840515e-05,1.7397557512194483e-08
Cha-F-500025,9.341493918182469e-05,1.0663706676200538e-07,1.4687285610182321e-05,0.0024621878297572987,49,0.33538938604917673,0.0003124191075056664,1.8286504444686612e-06
Gad1-F-100722,0.0003130820804538448,5.919271697927358e-07,1.0711061754308137e-05,0.0034671624541480327,65,0.3368540428917213,0.00017356966225966688,4.981605219913795e-06
